GEO;GEO_OBJECT;OBS_STATUS;lcog_geo;ind;men;men_pauv;men_1ind;men_5ind;men_prop;men_fmp;ind_snv;men_surf;men_coll;men_mais;log_soc;ind_inc;log;ind_0_17;ind_65p
CRS3035RES200mN3124600E3780000;C200M;I;59359,59183;1;0.3;0;0;0.1;0.2;0;23871.4;39.3;0;0.3;0;0;0.30000000000000004;0.30000000000000004;0.1
CRS3035RES200mN3127400E3779200;C200M;I;59183;4;1.4;0.1;0.4;0.2;0.9;0.1;87010.4;154.6;0;1.4;0;0;1.4000000000000001;0.8999999999999999;0.2
CRS3035RES200mN3128000E3779600;C200M;I;59183,59271;14;5.4;1.1;1.6;0.3;3.5;0;347278;512.3;0.5;4.9;0;0;5.4;4;3.5
CRS3035RES200mN3128200E3779600;C200M;I;59183;4;1.5;0.3;0.5;0.1;1;0;99222.3;146.4;0.1;1.4;0;0;1.5000000000000002;1.2;1
CRS3035RES200mN3128000E3779400;C200M;I;59183,59271;23;8.8;1.8;2.7;0.4;5.8;0;570528.1;841.7;0.9;7.9;0;0;8.8;6.699999999999999;5.7
CRS3035RES200mN3128000E3779200;C200M;I;59183;2;0.8;0.2;0.2;0;0.5;0;49611.1;73.2;0.1;0.7;0;0;0.8;0.5;0.6
CRS3035RES200mN3129600E3778400;C200M;I;59183;14;6.1;1.3;1.3;0;6.1;0;358241;644.4;0;6.1;0;0;6.1;0.9;4.800000000000001
CRS3035RES200mN3130200E3778400;C200M;I;59183;2;0.8;0.2;0.2;0;0.5;0;49611.1;73.2;0.1;0.7;0;0;0.8;0.5;0.6
CRS3035RES200mN3129400E3778400;C200M;I;59183;15;6.6;1.4;1.4;0;6.6;0;383829.6;690.5;0;6.6;0;0;6.6;0.9;5.2
CRS3035RES200mN3129400E3778200;C200M;I;59183;3;1.3;0.3;0.3;0;1.3;0;76765.9;138.1;0;1.3;0;0;1.2999999999999998;0.2;1
CRS3035RES200mN3129600E3778200;C200M;A;59183;73;32;5;12;2;21;1;1744915.7;2659;0;32;8;0;32;10;7
CRS3035RES200mN3129800E3778200;C200M;A;59183;91;33;11;13;7;8;4;1548163;2819;0;33;20;0;33;34;15
CRS3035RES200mN3129800E3777600;C200M;I;59359,59183;2;0.8;0.2;0.2;0;0.5;0;49611.1;73.2;0.1;0.7;0;0;0.8;0.5;0.6
CRS3035RES200mN3130600E3791200;C200M;I;59588,59183;11;4.8;0.4;0;0;4;0.4;368167.7;831.6;0;4.8;0;0;4.800000000000001;0.4;3.5
CRS3035RES200mN3130400E3790400;C200M;A;59588,59183;75;35;1;7;0;35;0;2398918.6;4216;0;35;0;0;35;4;38
CRS3035RES200mN3130600E3790800;C200M;I;59183,59588;21;8.3;0.8;1.5;0.9;7.3;0.5;573137.4;996.6;0;8.3;0;0;8.3;4.2;6.4
CRS3035RES200mN3130600E3790600;C200M;I;59183,59588;8;3.2;0.3;0.6;0.4;2.8;0.2;218338.1;379.6;0;3.2;0;0;3.1999999999999997;1.6;2.4
CRS3035RES200mN3130400E3790600;C200M;A;59588;55.5;26;1;6;1;25;0;1908863.7;3207;0;26;0;0;26;6.5;26
CRS3035RES200mN3130600E3790400;C200M;I;59183,59588;2;0.8;0.1;0.1;0.1;0.7;0;54584.5;94.9;0;0.8;0;0;0.7999999999999999;0.5;0.6000000000000001
CRS3035RES200mN3130600E3790200;C200M;I;59183;10;4;0.4;0.7;0.4;3.5;0.2;272922.6;474.6;0;4;0;0;4;2;3
CRS3035RES200mN3130400E3790200;C200M;A;59588,59183;36.5;17;3;3;0;16;2;1021514;1862;0;17;0;0;17;3.5;20
CRS3035RES200mN3131000E3792200;C200M;I;59183,59588,59340;21;8.2;1.2;1.4;0.5;7.5;0.5;528354.5;851.3;0;8.2;0;0;8.200000000000001;3.8;4.4
CRS3035RES200mN3131400E3792200;C200M;A;59340,59183;29;11;0;0;0;10;1;1005320.7;1337;0;11;0;0;11;7;5
CRS3035RES200mN3131400E3792000;C200M;A;59340,59183;41;19;0;3;1;18;1;1424556.2;2220;0;19;0;0;19;5;16
CRS3035RES200mN3131200E3792200;C200M;I;59340,59183;11;4.3;0.6;0.8;0.3;3.9;0.3;276757.1;445.9;0;4.3;0;0;4.3;2.1;2.3
CRS3035RES200mN3131000E3792000;C200M;I;59183,59588;2;0.8;0.1;0.1;0;0.7;0;50319.5;81.1;0;0.8;0;0;0.8;0.4;0.4
CRS3035RES200mN3131600E3791800;C200M;A;59340;141;76;18;38;3;19;3;2727555.2;5326;20;56;56;0;76;20;55
CRS3035RES200mN3131400E3791800;C200M;I;59183,59340;30;10.6;0.3;1.2;1.2;8.2;0.3;862960.3;1224.8;0;10.6;0;0;10.600000000000001;7;7.9
CRS3035RES200mN3131200E3791400;C200M;I;59183;17;6;0.2;0.7;0.7;4.6;0.2;489010.8;694.1;0;6;0;0;6.000000000000001;3.9;4.5
CRS3035RES200mN3130800E3791200;C200M;I;59183,59588;2;0.9;0.1;0;0;0.7;0.1;66939.6;151.2;0;0.9;0;0;0.8999999999999999;0.1;0.6
CRS3035RES200mN3131000E3791200;C200M;I;59183;2;0.7;0;0.1;0.1;0.5;0;57530.7;81.7;0;0.7;0;0;0.7;0.4;0.6000000000000001
CRS3035RES200mN3130800E3791000;C200M;I;59183;10;4.4;0.4;0;0;3.6;0.4;334697.9;756;0;4.4;0;0;4.4;0.4;3.2
CRS3035RES200mN3131200E3791200;C200M;I;59183;26;9.2;0.3;1.1;1.1;7.1;0.3;747898.9;1061.5;0;9.2;0;0;9.200000000000001;6;6.800000000000001
CRS3035RES200mN3131200E3791000;C200M;I;59183;17;6;0.2;0.7;0.7;4.6;0.2;489010.8;694.1;0;6;0;0;6.000000000000001;3.9;4.5
CRS3035RES200mN3131000E3791000;C200M;I;59183;7;2.5;0.1;0.3;0.3;1.9;0.1;201357.4;285.8;0;2.5;0;0;2.5;1.6;1.9
CRS3035RES200mN3131400E3791600;C200M;A;59183,59340;73;29;3;4;2;20;6;1893779.8;2806;6;23;2;0;29;19;11
CRS3035RES200mN3131600E3791600;C200M;A;59340;246;131;21;64;6;84;12;5667779;10108;66;65;0;0;131;37;60
CRS3035RES200mN3131400E3791400;C200M;A;59183,59340;109.5;51;10;17;2;30;6;2620263.5;4719;15;36;7;0;51;20.5;16
CRS3035RES200mN3131800E3791400;C200M;A;59183,59340;119.5;75;1;45;1;41;1;3151708.4;5557;44;31;0;0;75;11.5;42
CRS3035RES200mN3132000E3791400;C200M;A;59183,59340;166.5;78;5;28;4;55;6;4476907.6;7765;19;59;5;0;78;21.5;59
CRS3035RES200mN3131400E3791200;C200M;A;59183;72;29;2;5;3;22;3;1650661.3;2516;3;26;3;0;29;15;10
CRS3035RES200mN3131600E3791400;C200M;A;59183,59340;291.5;139;12;51;4;95;12;7044636.6;12011;45;94;15;1;139;50.5;78
CRS3035RES200mN3131600E3791200;C200M;A;59183;409;170;61;55;16;62;41;7149042.3;12035;99;71;104;0;170;116;75
CRS3035RES200mN3131600E3791000;C200M;A;59183;192.5;81;13;24;7;67;5;4374852.7;7152;0;81;4;0;81;43.5;56
CRS3035RES200mN3131800E3791200;C200M;A;59183;354.5;184;19;82;5;75;18;8776771.1;13756;127;57;31;0;184;59.5;80
CRS3035RES200mN3132200E3791400;C200M;A;59183,59340;153;61;1;12;5;55;4;5185787.2;7322;3;58;0;0;61;20;44
CRS3035RES200mN3132200E3791200;C200M;A;59183;212.5;103;12;38;1;62;2;6176660.7;9447;48;55;7;0;103;29.5;59
CRS3035RES200mN3132000E3791200;C200M;A;59183;239.5;105;5;26;1;89;7;7863488.7;11505;14;91;11;0;105;36;69
CRS3035RES200mN3131800E3791000;C200M;A;59183;372;196;53;96;8;31;42;7152336.8;14010;163;33;157;0;196;77;74
CRS3035RES200mN3132000E3791000;C200M;A;59183;44;17;1;1;1;14;1;1435976.8;2243;0;17;1;0;17;7;14
CRS3035RES200mN3131000E3790800;C200M;A;59183;40;19;1;5;0;19;1;1194844;2119;0;19;0;0;19;6;15
CRS3035RES200mN3130800E3790600;C200M;I;59183;5;2;0.2;0.4;0.2;1.7;0.1;136461.3;237.3;0;2;0;0;2;1;1.5
CRS3035RES200mN3131000E3790600;C200M;A;59183;69;28;2;7;3;24;0;1809776.9;3005;1;27;0;0;28;10;16
CRS3035RES200mN3131400E3791000;C200M;A;59183;193;84;12;26;7;70;14;4481281.7;7139;6;78;1;0;84;39;54
CRS3035RES200mN3131200E3790800;C200M;A;59183;71;43;11;24;1;17;3;1611951.5;2570;24;19;22;0;43;4;14
CRS3035RES200mN3131400E3790600;C200M;A;59183;174.5;76;11;25;5;61;9;4050260.7;6573;7;69;0;0;76;37;29
CRS3035RES200mN3131600E3790800;C200M;A;59183;215;95;16;30;3;61;11;5235200.7;8244;29;66;13;0;95;45;43
CRS3035RES200mN3131600E3790600;C200M;A;59183;189;90;10;34;3;70;5;5288277.9;8723;21;69;10;0;90;32;55
CRS3035RES200mN3131400E3790800;C200M;A;59183;326.5;158;32;59;4;68;19;6997286.7;12542;81;77;80;3;158;60;79
CRS3035RES200mN3130800E3790400;C200M;I;59183;11;4.4;0.4;0.8;0.5;3.8;0.2;300214.8;522;0;4.4;0;0;4.4;2.2;3.3
CRS3035RES200mN3131000E3790400;C200M;I;59183;21;9.2;0;0;0;9.2;0.8;702184.3;1009.7;0.8;8.4;0;0;9.200000000000001;0.8;11
CRS3035RES200mN3131200E3790400;C200M;A;59183;171;75;13;23;4;43;14;4195141.7;7095;26;49;22;0;75;34;32
CRS3035RES200mN3131200E3790200;C200M;A;59183;176.5;82;9;29;3;46;8;4351655.4;7247;34;48;0;0;82;29.5;36
CRS3035RES200mN3131200E3790600;C200M;A;59183;47;24;1;7;1;21;3;1369245.5;2431;0;24;0;0;24;7;20
CRS3035RES200mN3131400E3790400;C200M;A;59183;142;59;8;17;3;49;6;3420212.2;5559;2;57;0;0;59;22;30
CRS3035RES200mN3131400E3790200;C200M;A;59183;214;124;49;67;1;40;13;4292935.8;7799;75;49;75;0;124;32;48
CRS3035RES200mN3131800E3790800;C200M;A;59183;45;21;1;2;1;21;0;1546910.3;2784;0;21;0;0;21;2;26
CRS3035RES200mN3132000E3790800;C200M;I;59183;9;5.2;0.3;2.7;0.1;3;0.4;243076.4;417.3;2.8;2.4;1.3;0;5.2;0.9;4.1000000000000005
CRS3035RES200mN3132200E3790800;C200M;I;59183;1;0.6;0;0.3;0;0.3;0;27008.5;46.4;0.3;0.3;0.1;0;0.6000000000000001;0.1;0.5
CRS3035RES200mN3131800E3790600;C200M;A;59183;116.5;50;1;13;4;49;2;4328087.7;6582;0;50;0;0;50;14.5;43
CRS3035RES200mN3131800E3790400;C200M;A;59183;166;79;16;31;3;36;9;4741253;7224;43;36;43;0;79;30;41
CRS3035RES200mN3131600E3790400;C200M;A;59183;176;79;6;25;4;56;6;5028673.9;6841;33;46;0;0;79;28;53
CRS3035RES200mN3131600E3790200;C200M;A;59183;302.5;145;33;58;7;84;25;6383036.4;12588;81;64;40;0;145;59.5;93
CRS3035RES200mN3131800E3790200;C200M;A;59183;213;98;33;37;5;41;25;3734929.5;7327;54;44;51;0;98;59;36
CRS3035RES200mN3132400E3791200;C200M;I;59183;22;10.2;1.6;6.3;0.8;0.8;1.6;420090.8;748.8;8.6;1.6;3.9;0;10.2;8.3;3.9
CRS3035RES200mN3132400E3791400;C200M;A;59340,59183;138;69;1;30;1;47;5;4294361.7;5801;39;30;0;0;69;21.5;35
CRS3035RES200mN3132400E3791000;C200M;I;59183;5;2.3;0.4;1.4;0.2;0.2;0.4;95475.2;170.2;2;0.3;0.9;0;2.3;1.9;0.9
CRS3035RES200mN3132200E3791000;C200M;A;59183;42;22;0;8;0;16;2;1346457.2;2139;5;17;0;0;22;2;15
CRS3035RES200mN3130200E3789800;C200M;A;59588,59183;232;94;22;26;7;6;18;4172681.6;7242;59;35;88;0;94;63;26
CRS3035RES200mN3130400E3790000;C200M;I;59183,59588;19;7.5;0.7;1.4;0.8;6.6;0.4;518552.9;901.7;0;7.5;0;0;7.499999999999999;3.6999999999999997;5.7
CRS3035RES200mN3130800E3790200;C200M;I;59183;7;2.8;0.3;0.5;0.3;2.4;0.2;191045.8;332.2;0;2.8;0;0;2.8;1.4;2.1
CRS3035RES200mN3130800E3790000;C200M;I;59183;1;0.4;0;0.1;0;0.3;0;27292.3;47.5;0;0.4;0;0;0.4;0.1;0.30000000000000004
CRS3035RES200mN3130600E3790000;C200M;I;59183;12;4.8;0.4;0.9;0.5;4.1;0.3;327507.1;569.5;0;4.8;0;0;4.8;2.3;3.7
CRS3035RES200mN3130400E3789800;C200M;A;59183,59588;198;113;31;70;6;4;10;3406035.5;7919;42;71;109;0;113;39;78
CRS3035RES200mN3130600E3789800;C200M;A;59183;163;75;9;23;1;51;6;4010396.5;7074;10;65;2;0;75;29;45
CRS3035RES200mN3130200E3789600;C200M;A;59588,59183;44.5;18;2;4;0;16;0;1129349.6;1955;1;17;0;0;18;11.5;7
CRS3035RES200mN3130400E3789600;C200M;I;59183;4;1.7;0;0.3;0.1;1.3;0.1;117552.8;180.1;0;1.7;0;0;1.7000000000000002;0.9;0.8999999999999999
CRS3035RES200mN3130600E3789600;C200M;A;59183;86;36;5;15;5;22;3;2214525.4;3901;8;28;1;0;36;23.5;8
CRS3035RES200mN3130400E3789400;C200M;A;59183;30;12;0;0;1;12;2;865953.9;1586;0;12;0;0;12;3;15
CRS3035RES200mN3130800E3789600;C200M;A;59183;272;141;42;61;7;66;18;5449485.7;10817;72;69;42;0;141;48;58
CRS3035RES200mN3130800E3789400;C200M;A;59183;136;71;11;30;1;25;7;2930251.9;5419;37;34;12;0;71;23;28
CRS3035RES200mN3130200E3789400;C200M;A;59588,59183,59155;49;23;2;6;1;15;4;1490331.9;2399;2;21;0;0;23;8;11
CRS3035RES200mN3130200E3789200;C200M;A;59183,59155,59588;137;55;4;17;7;41;5;3680048.1;5184;8;47;0;0;55;31;16
CRS3035RES200mN3130000E3789200;C200M;A;59155;49;19;0;5;1;16;2;1291970.5;1883;1;18;0;0;19;15;8
CRS3035RES200mN3130000E3789000;C200M;A;59155,59183;105.5;46;3;11;1;41;4;2722023.9;4633;0;46;0;0;46;12.5;43
CRS3035RES200mN3130000E3788800;C200M;A;59155,59183;78.5;40;7;18;2;29;6;1643391.8;3405;10;30;0;0;40;17.5;19
CRS3035RES200mN3130000E3788600;C200M;A;59183,59155;122.5;59;4;18;2;46;6;3250271.5;5136;29;30;1;0;59;19.5;47
CRS3035RES200mN3130400E3789200;C200M;A;59183;245;118;9;40;2;96;7;6917567.2;12086;10;108;0;0;118;37;89
CRS3035RES200mN3130400E3789000;C200M;A;59183;157.5;65;10;20;4;56;6;4145278.2;6599;6;59;1;0;65;30.5;24
CRS3035RES200mN3130200E3789000;C200M;A;59183,59155;258.5;107;10;28;8;82;9;7181510.5;10285;20;87;3;0;107;57.5;50
CRS3035RES200mN3130600E3789200;C200M;A;59183;171;88;16;36;2;32;6;4316728;7650;47;41;39;0;88;23;47
CRS3035RES200mN3130600E3789000;C200M;A;59183;187;98;14;42;1;68;8;5129233.5;9591;29;69;1;0;98;23;40
CRS3035RES200mN3130600E3789400;C200M;A;59183;263;164;33;103;5;65;18;5014478.7;10080;156;8;2;0;164;46.5;47
CRS3035RES200mN3130800E3789000;C200M;A;59183;314.5;140;14;54;7;90;18;9642251.7;14804;46;94;3;7;140;63;42
CRS3035RES200mN3130200E3788800;C200M;A;59183;257;144;12;74;4;68;13;8065325.3;12009;63;81;65;1;144;34.5;121
CRS3035RES200mN3130200E3788600;C200M;A;59183;48;20;0;4;1;20;0;1698208.1;2997;0;20;0;0;20;6;19
CRS3035RES200mN3130400E3788800;C200M;A;59183;62.5;34;0;13;0;15;3;1908554.4;2901;24;10;1;0;34;4.5;15
CRS3035RES200mN3130800E3788800;C200M;A;59183;272.5;122;8;53;8;82;9;6411124.1;9782;24;98;4;0;122;62;47
CRS3035RES200mN3130800E3788600;C200M;A;59183;275;138;25;70;5;80;10;6653266.6;11824;53;85;6;0;138;65.5;46
CRS3035RES200mN3130600E3788600;C200M;A;59183;189;125;38;78;1;36;18;3661631;8376;112;13;78;0;125;28;72
CRS3035RES200mN3129400E3787600;C200M;A;59155,59183;78;35;2;14;3;29;0;1721918.3;2869;3;32;1;0;35;16;22
CRS3035RES200mN3129200E3787400;C200M;A;59155,59183;251;112;12;37;5;94;12;6017634.6;9610;9;103;0;0;112;59;43
CRS3035RES200mN3129200E3787200;C200M;A;59155,59183;121;69;6;37;2;38;4;2885125.9;5521;49;20;4;0;69;12.5;43
CRS3035RES200mN3129400E3787400;C200M;A;59183,59155;369.5;187;77;97;15;7;28;5699247.1;11924;180;7;167;0;187;87.5;62
CRS3035RES200mN3129400E3787200;C200M;A;59183;107;55;12;29;3;13;10;2049833.4;3946;48;7;7;0;55;17;18
CRS3035RES200mN3129400E3787000;C200M;A;59183;204.5;99;42;38;5;0;28;3115890.2;6578;99;0;99;0;99;59.5;36
CRS3035RES200mN3129200E3787000;C200M;I;59183,59155;1;0.4;0.1;0.1;0.1;0.2;0.1;19992.2;35.1;0.2;0.2;0;0;0.4;0.4;0.1
CRS3035RES200mN3129800E3788400;C200M;A;59155,59183;206;93;3;30;5;82;9;5069198.8;7652;4;89;3;0;93;41;60
CRS3035RES200mN3129800E3788200;C200M;A;59155,59183;93.5;36;4;7;3;22;6;2000035.2;3526;1;35;11;0;36;23;18
CRS3035RES200mN3129600E3788200;C200M;A;59155,59183;156;64;9;19;6;44;3;3482007;5828;7;57;2;0;64;41;29
CRS3035RES200mN3129400E3788000;C200M;A;59183,59155;114;47;2;12;2;42;2;2702667.1;4010;2;45;0;0;47;22;26
CRS3035RES200mN3130000E3788400;C200M;A;59183,59155;44;20;3;5;0;14;2;1315508.2;2367;7;13;0;0;20;5;11
CRS3035RES200mN3129400E3787800;C200M;A;59155,59183;203.5;92;17;27;3;33;13;4100617.3;7021;23;69;35;0;92;37.5;44
CRS3035RES200mN3129600E3787800;C200M;I;59183,59155;2;0.8;0.1;0.3;0.1;0.4;0.2;39984.4;70.1;0.3;0.5;0;0;0.7999999999999999;0.8;0.2
CRS3035RES200mN3130000E3788200;C200M;A;59183;183;69;3;13;8;56;3;6079181.6;8723;3;66;0;0;69;37;38
CRS3035RES200mN3130000E3788000;C200M;A;59183;170;72;4;15;4;67;5;5630496.2;8661;2;70;0;0;72;33.5;49
CRS3035RES200mN3129800E3788000;C200M;A;59183;98;34;2;5;1;31;5;2763430.8;3776;0;34;0;0;34;27;13
CRS3035RES200mN3130200E3788200;C200M;A;59183;122;70;3;39;2;37;1;3578292.7;6096;49;21;11;0;70;12;38
CRS3035RES200mN3130200E3788000;C200M;I;59183;41;18.3;1.5;7.3;1.5;13.9;1.5;1345424.8;2108.6;3.7;14.6;0.7;0;18.3;8.100000000000001;10.2
CRS3035RES200mN3129800E3787800;C200M;A;59183;168;63;29;21;10;9;16;2764195.5;4576;49;14;53;0;63;61;14
CRS3035RES200mN3130400E3788600;C200M;A;59183;207.5;105;23;50;4;47;9;5667297.3;9227;54;51;44;0;105;34.5;49
CRS3035RES200mN3130400E3788400;C200M;A;59183;185;92;7;36;2;63;7;5281254.2;9037;52;40;0;0;92;27;59
CRS3035RES200mN3130200E3788400;C200M;A;59183;129;49;1;9;2;43;4;3969860.6;5607;0;49;0;0;49;29;27
CRS3035RES200mN3130400E3788200;C200M;I;59183;13;5.8;0.5;2.3;0.5;4.4;0.5;426598.1;668.6;1.2;4.6;0.2;0;5.8;2.5999999999999996;3.2
CRS3035RES200mN3130600E3788400;C200M;A;59183;256;116;8;33;7;90;11;6857944.4;11865;21;95;5;0;116;37.5;66
CRS3035RES200mN3131000E3788600;C200M;A;59183;227;116;7;56;5;70;10;6527108.6;11665;68;48;13;0;116;45.5;50
CRS3035RES200mN3131000E3788400;C200M;A;59183;175;94;9;54;7;55;5;4863743.8;8466;53;41;10;0;94;26;45
CRS3035RES200mN3130800E3788400;C200M;A;59183;354;176;29;74;6;95;27;8400222;15278;64;112;58;0;176;59.5;85
CRS3035RES200mN3130600E3788200;C200M;A;59183;536.5;270;51;124;12;90;37;11646003.5;20522;196;74;156;4;270;99.5;146
CRS3035RES200mN3130800E3788200;C200M;A;59183;421.5;233;74;127;8;37;47;7382577.2;14802;214;19;180;0;233;96.5;122
CRS3035RES200mN3130400E3788000;C200M;I;59183;2;0.9;0.1;0.4;0.1;0.7;0.1;65630.5;102.9;0.2;0.7;0;0;0.8999999999999999;0.4;0.5
CRS3035RES200mN3130600E3787800;C200M;A;59183;313;192;33;114;5;44;26;6742052.1;12981;187;5;53;0;192;46;70
CRS3035RES200mN3130800E3787800;C200M;A;59183;42;28;17;20;1;0;2;637524.4;1211;25;3;24;0;28;3;0
CRS3035RES200mN3129600E3787600;C200M;A;59183,59155;204;122;48;73;3;0;10;3430648.9;7182;122;0;122;0;122;32;58
CRS3035RES200mN3129800E3787600;C200M;A;59183;46;20;4;9;2;6;3;937650.9;1770;12;8;2;0;20;13;7
CRS3035RES200mN3129600E3787400;C200M;A;59183;338;162;60;66;8;12;28;5545690.8;11530;151;11;98;1;162;73.5;42
CRS3035RES200mN3130000E3787600;C200M;A;59183;151.5;86;21;49;4;31;11;3472174.1;6790;68;18;13;0;86;23.5;26
CRS3035RES200mN3129800E3787400;C200M;A;59183;170.5;96;33;64;7;22;10;3478225.6;7217;79;17;26;0;96;35.5;17
CRS3035RES200mN3130200E3787800;C200M;A;59183;117;71;22;38;1;8;18;1982067;4562;71;0;59;0;71;22;32
CRS3035RES200mN3130000E3787800;C200M;A;59183;118.5;50;9;13;2;30;5;2936483.7;4804;17;33;15;0;50;22.5;27
CRS3035RES200mN3130200E3787400;C200M;A;59183;426.5;270;60;163;5;81;27;9518222.8;19039;257;13;34;0;270;49.5;104
CRS3035RES200mN3129600E3787200;C200M;A;59183;473.5;252;101;138;13;30;36;7889210.5;16916;223;29;101;1;252;103.5;78
CRS3035RES200mN3130000E3787400;C200M;A;59183;526.5;311;122;211;16;40;40;9210134.3;19946;292;19;127;14;311;102.5;62
CRS3035RES200mN3130000E3787200;C200M;A;59183;369.5;226;51;139;8;65;19;7897259.4;15803;217;9;29;0;226;56;90
CRS3035RES200mN3129800E3787200;C200M;A;59183;265;155;50;90;3;14;26;4831990.7;10323;149;6;73;0;155;59.5;33
CRS3035RES200mN3130200E3787200;C200M;A;59183;277.5;180;38;111;1;66;15;6352484.1;12156;178;2;0;0;180;23.5;84
CRS3035RES200mN3130000E3787000;C200M;A;59183;298.5;195;74;136;6;41;18;5437779.3;11125;190;5;39;0;195;41.5;31
CRS3035RES200mN3130200E3787000;C200M;A;59183;51;29;8;19;0;5;1;1083262.1;2181;29;0;0;0;29;12;2
CRS3035RES200mN3130400E3787800;C200M;A;59183;349;242;43;157;0;91;24;7974314.5;16117;237;5;35;0;242;22;107
CRS3035RES200mN3130400E3787600;C200M;A;59183;233.5;146;21;84;1;51;13;5343096.4;10522;146;0;66;0;146;22.5;80
CRS3035RES200mN3130200E3787600;C200M;A;59183;271;168;30;98;1;77;26;6334838.1;11607;167;1;3;0;168;34;44
CRS3035RES200mN3130600E3787600;C200M;A;59183;247;182;18;124;0;61;12;6379039.5;11327;181;1;0;0;182;9;145
CRS3035RES200mN3130600E3787400;C200M;A;59183;288.5;197;22;122;0;86;22;7098173.7;13952;193;4;0;0;197;22.5;96
CRS3035RES200mN3130400E3787400;C200M;A;59183;212;142;33;91;1;42;12;4707316.2;9660;139;3;0;0;142;17;49
CRS3035RES200mN3130800E3787600;C200M;A;59183;457.5;274;55;161;7;95;31;9883355.1;18744;270;4;47;1;274;65;93
CRS3035RES200mN3131000E3787600;C200M;A;59183;250.5;161;33;102;2;29;13;5635381.9;10585;150;11;30;0;161;31;52
CRS3035RES200mN3130400E3787200;C200M;A;59183;314;202;30;121;1;55;30;7202669.1;14271;202;0;25;0;202;43;81
CRS3035RES200mN3130800E3787400;C200M;A;59183;373;226;61;144;9;108;14;8075104.5;16933;221;5;0;6;226;51;100
CRS3035RES200mN3130600E3787200;C200M;A;59183;457.5;296;87;193;2;37;49;8725606.6;18245;276;20;145;0;296;71.5;70
CRS3035RES200mN3130400E3787000;C200M;A;59183;46.5;31;6;20;0;15;5;1030848;2273;23;8;0;0;31;2.5;13
CRS3035RES200mN3130600E3787000;C200M;I;59183;31;16.3;4.1;9;0;4.9;0.8;607764.8;981.4;15.5;0.8;0;0;16.299999999999997;5.699999999999999;4.1
CRS3035RES200mN3131000E3787400;C200M;I;59183;47.5;25.3;7;13.4;0;3.5;4.2;910583.3;1570.7;20.4;4.9;1.4;0;25.299999999999997;7;4.2
CRS3035RES200mN3130800E3787200;C200M;I;59183;7;3.7;0.9;2;0;1.1;0.2;137237.2;221.6;3.5;0.2;0;0;3.7;1.2999999999999998;0.8999999999999999
CRS3035RES200mN3131000E3787000;C200M;I;59183;3;1.6;0.4;0.8;0;0.2;0.3;57510.5;99.2;1.3;0.3;0.1;0;1.6;0.4;0.2
CRS3035RES200mN3131000E3787200;C200M;A;59183;99.5;65;11;41;1;16;3;2413500.3;4263;64;1;3;0;65;6.5;26
CRS3035RES200mN3131000E3790000;C200M;A;59183;30;15;4;7;1;9;0;686763.7;1513;3;12;0;0;15;2;3
CRS3035RES200mN3131000E3790200;C200M;I;59183;4;1.8;0;0;0;1.8;0.2;133749.4;192.3;0.2;1.6;0;0;1.8;0.2;2
CRS3035RES200mN3131200E3790000;C200M;A;59183;100;44;5;9;1;39;9;2707779.8;4202;4;40;0;0;44;21.5;18
CRS3035RES200mN3131400E3790000;C200M;A;59183;189.5;88;10;33;5;73;10;4410902.7;7369;6;82;1;3;88;42.5;45
CRS3035RES200mN3131400E3789800;C200M;A;59183;408;224;33;101;5;122;29;9198451.6;18160;179;45;71;0;224;56;161
CRS3035RES200mN3131000E3789800;C200M;A;59183;122;57;6;23;2;35;5;3177178.3;4994;23;34;2;0;57;22;25
CRS3035RES200mN3130800E3789800;C200M;I;59183;17;7;0;1.2;0.4;5.4;0.4;499599.5;765.4;0;7;0;0;7;3.7;3.7
CRS3035RES200mN3131200E3789800;C200M;A;59183;342;171;43;71;7;43;33;6448122.1;12162;127;44;119;0;171;73;65
CRS3035RES200mN3131200E3789600;C200M;A;59183;365.5;176;25;68;5;131;14;8409610.3;14466;36;140;11;0;176;64;80
CRS3035RES200mN3131000E3789600;C200M;A;59183;304;129;16;40;10;95;13;7800106.8;12299;16;113;4;0;129;65;60
CRS3035RES200mN3131000E3789400;C200M;A;59183;267;137;16;63;6;60;21;5775893.5;10294;56;81;12;0;137;46.5;42
CRS3035RES200mN3131400E3789600;C200M;A;59183;218;93;7;32;5;81;9;5980867.7;9744;11;82;3;0;93;30.5;47
CRS3035RES200mN3131400E3789400;C200M;A;59183;396;167;29;49;12;91;26;9368034.2;14258;52;115;56;0;167;103.5;72
CRS3035RES200mN3131200E3789400;C200M;A;59183;396;192;24;74;6;120;26;8951744.5;16002;52;140;41;0;192;78;70
CRS3035RES200mN3131600E3789400;C200M;A;59183;259;117;8;36;3;103;13;8196018.5;11931;19;98;0;0;117;51;74
CRS3035RES200mN3131600E3790000;C200M;A;59183;375.5;203;45;95;3;32;45;7618054.3;13722;174;29;149;0;203;74.5;76
CRS3035RES200mN3132000E3790000;C200M;I;59183;125;72.2;4.6;37;0.9;41.7;5.6;3376061.2;5795.4;38.9;33.3;17.6;0;72.19999999999999;12.1;56.4
CRS3035RES200mN3131600E3789800;C200M;A;59183;112;65;17;35;1;28;9;2738329.8;5301;43;22;27;0;65;14.5;46
CRS3035RES200mN3131800E3790000;C200M;A;59183;201;137;7;83;0;76;5;5770262.4;11155;98;39;0;0;137;9;119
