GEO;GEO_OBJECT;OBS_STATUS;lcog_geo;ind;men;men_pauv;men_1ind;men_5ind;men_prop;men_fmp;ind_snv;men_surf;men_coll;men_mais;log_soc;ind_inc;log;ind_0_17;ind_65p
CRS3035RES200mN3129600E3783200;C200M;A;59183;109;47;2;11;1;42;1;2812054.5;4491;0;47;0;0;47;17;35
CRS3035RES200mN3130000E3783400;C200M;A;59183;109.5;54;22;21;2;8;15;1678945.8;3465;46;8;46;0;54;28.5;6
CRS3035RES200mN3129800E3783200;C200M;A;59183;117;49;5;12;4;38;3;2719439.9;4951;0;49;3;0;49;27;33
CRS3035RES200mN3129600E3783000;C200M;A;59183,59271;54;23;1;7;3;22;0;1237959.7;2009;0;23;1;0;23;12;14
CRS3035RES200mN3129800E3783000;C200M;A;59183;130;53;3;12;3;47;5;3063432.3;5029;0;53;3;0;53;26;32
CRS3035RES200mN3129000E3783000;C200M;A;59271,59183;490;186;106;52;30;2;39;6869690.7;13147;183;3;183;2;186;153;58
CRS3035RES200mN3129600E3782800;C200M;A;59183,59271;111;44;8;12;9;27;5;2113464.5;3910;0;44;14;0;44;30;18
CRS3035RES200mN3130000E3783000;C200M;A;59183;133.5;56;4;11;5;52;5;2978493.2;5153;0;56;2;0;56;23;42
CRS3035RES200mN3129800E3782800;C200M;A;59183;192.5;87;17;26;1;45;8;3942099.9;8170;0;87;34;0;87;27.5;62
CRS3035RES200mN3129600E3782600;C200M;I;59271,59183;19.5;7;1.5;1;0.8;1;1.3;354453.5;572.3;1.6;5.4;4.4;0;7;5.5;2.5999999999999996
CRS3035RES200mN3129600E3782400;C200M;A;59271,59183;97.5;31;10;4;7;7;5;1586346.2;2669;0;31;24;0;31;32.5;14
CRS3035RES200mN3130000E3782800;C200M;A;59183;173.5;62;7;8;9;54;11;3692646.9;5906;6;56;7;0;62;45.5;18
CRS3035RES200mN3129800E3782600;C200M;A;59183;155;54;5;14;10;40;5;3011686.3;4852;4;50;10;0;54;41;16
CRS3035RES200mN3130000E3782600;C200M;A;59183;164.5;73;18;21;5;45;7;3239412.3;6542;18;55;20;0;73;38.5;33
CRS3035RES200mN3129800E3782400;C200M;A;59183;157.5;66;7;26;7;44;6;3383354;5067;9;57;5;0;66;44.5;20
CRS3035RES200mN3130200E3783800;C200M;A;59183;55;23;1;7;2;22;0;1247271.5;1939;1;22;0;0;23;13;7
CRS3035RES200mN3130000E3783600;C200M;A;59183;191.5;71;25;21;10;32;8;3368885.8;4958;33;38;33;0;71;64;29
CRS3035RES200mN3130200E3783600;C200M;A;59183;138;54;3;11;4;52;3;3528691.4;4864;0;54;0;0;54;30;28
CRS3035RES200mN3130400E3783800;C200M;A;59183;172.5;64;8;12;7;57;6;3694932;5510;0;64;0;0;64;42.5;31
CRS3035RES200mN3130400E3783600;C200M;A;59183;179;69;8;18;6;45;3;3845285;6098;0;69;22;0;69;42;46
CRS3035RES200mN3130600E3783600;C200M;A;59183;44;18;2;3;2;5;1;890467.8;1692;0;18;13;0;18;7;15
CRS3035RES200mN3130200E3783400;C200M;I;59183;3.5;1.3;0.2;0.1;0.1;0.7;0;84660.7;118;0;1.3;0.5;0;1.3;0.5;0.5
CRS3035RES200mN3130000E3783200;C200M;A;59183;85;33;3;6;3;28;5;1823175;3113;0;33;1;0;33;21;14
CRS3035RES200mN3130400E3783400;C200M;I;59183;19;6.9;1.2;0.6;0.6;3.7;0;459586.4;640.4;0;6.9;2.5;0;6.8999999999999995;2.8000000000000003;2.5
CRS3035RES200mN3130600E3783800;C200M;A;59183;269.5;132;53;61;11;12;25;4322588.1;8624;82;50;119;0;132;66.5;34
CRS3035RES200mN3130200E3783200;C200M;I;59183;8;2.9;0.5;0.3;0.3;1.6;0;193510.1;269.6;0;2.9;1;0;2.9;1.2;1
CRS3035RES200mN3130400E3783000;C200M;A;59183;45;20;1;5;0;17;0;1014694.3;2037;0;20;0;0;20;5;11
CRS3035RES200mN3130200E3783000;C200M;A;59183;250;110;37;47;10;28;16;4218132.7;7865;41;69;80;0;110;65;40
CRS3035RES200mN3130200E3782800;C200M;A;59183;209.5;91;26;28;6;50;12;4018250.8;7474;15;76;34;0;91;53.5;40
CRS3035RES200mN3130400E3782800;C200M;A;59183;97.5;38;5;9;5;27;1;1980567.6;3540;0;38;7;0;38;19.5;29
CRS3035RES200mN3130600E3782800;C200M;I;59183;29;10.7;0.6;1.2;0.6;8.3;1.8;640390.6;1042.2;0;10.7;2.4;0;10.7;5.9;4.8
CRS3035RES200mN3130200E3782600;C200M;A;59183;106.5;44;3;11;5;41;4;2238624.3;4038;0;44;0;0;44;24.5;24
CRS3035RES200mN3130200E3782400;C200M;A;59183;134;55;6;16;3;47;3;3395130.1;5168;2;53;0;0;55;29;16
CRS3035RES200mN3130400E3782600;C200M;A;59183;54.5;21;0;5;2;21;0;1249089.6;2103;0;21;0;0;21;10.5;14
CRS3035RES200mN3130600E3782600;C200M;A;59183;79;38;5;17;2;34;1;1710447.2;3404;0;38;3;0;38;14;24
CRS3035RES200mN3130400E3782400;C200M;A;59183;105.5;41;5;7;2;34;2;2473802.3;3974;2;39;0;0;41;22.5;23
CRS3035RES200mN3130600E3782400;C200M;A;59183;101;52;5;17;0;49;3;2395465.8;4947;0;52;1;0;52;11;41
CRS3035RES200mN3130000E3782400;C200M;A;59183;125;54;10;18;3;45;5;2714369.6;5296;3;51;2;0;54;18;34
CRS3035RES200mN3129800E3782200;C200M;A;59183,59271;71;27;3;6;3;24;2;1480238.4;2759;0;27;0;0;27;21;10
CRS3035RES200mN3130000E3782200;C200M;A;59183;166.5;78;19;32;6;28;10;3182807.2;5824;40;38;34;0;78;37.5;39
CRS3035RES200mN3129800E3782000;C200M;A;59271,59183;52;22;6;9;3;8;2;1038290.2;1796;0;22;11;0;22;14;13
CRS3035RES200mN3130000E3782000;C200M;A;59183,59271;81.5;34;7;11;3;19;4;1531412.4;3195;13;21;14;0;34;22.5;13
CRS3035RES200mN3130000E3781800;C200M;A;59271,59183;69.5;31;2;11;1;29;1;1580830;3132;0;31;0;0;31;11;11
CRS3035RES200mN3130000E3781600;C200M;A;59271,59183;36;18;2;9;1;15;0;823668.4;1506;1;17;0;0;18;5;6
CRS3035RES200mN3130200E3781600;C200M;A;59271,59183;38;15;3;3;1;13;2;704345.1;1196;0;15;0;0;15;9;7
CRS3035RES200mN3130200E3782200;C200M;A;59183;182;79;16;27;5;40;12;3556963.1;6541;34;45;29;0;79;50;24
CRS3035RES200mN3130200E3782000;C200M;A;59183;115.5;47;0;14;4;45;2;2861104.7;4587;0;47;0;0;47;29.5;14
CRS3035RES200mN3130400E3782200;C200M;A;59183;176;73;12;17;5;49;4;3695693.9;6623;12;61;19;0;73;35;33
CRS3035RES200mN3130600E3782200;C200M;A;59183;117.5;55;11;18;2;38;10;2513912.9;4808;10;45;12;0;55;20.5;22
CRS3035RES200mN3130400E3782000;C200M;A;59183;159.5;62;7;14;6;45;4;3431955.3;5371;0;62;15;0;62;30.5;36
CRS3035RES200mN3130600E3782000;C200M;A;59183;130;52;6;11;6;46;5;2853383.8;5148;0;52;0;0;52;29;22
CRS3035RES200mN3130200E3781800;C200M;A;59183;150.5;71;13;23;4;45;3;3068930.2;5887;0;71;21;0;71;24.5;57
CRS3035RES200mN3130400E3781800;C200M;A;59183;187;70;7;13;4;49;6;3819350.2;6149;1;69;15;0;70;47.5;29
CRS3035RES200mN3130600E3781800;C200M;A;59183;105.5;46;2;10;2;41;4;2448379.9;4368;1;45;2;0;46;19.5;25
CRS3035RES200mN3130600E3781600;C200M;I;59271,59183;39;16;2.7;3.5;0.9;14.2;1.8;781436.1;1450.1;0;16;0;0;16;8;8
CRS3035RES200mN3130800E3782200;C200M;I;59183;20;7.3;0.4;0.8;0.4;5.7;1.2;441648.7;718.8;0;7.3;1.6;0;7.300000000000001;4.1;3.3
CRS3035RES200mN3130800E3782000;C200M;A;59183;49;17;4;3;3;8;2;957015.1;1438;0;17;6;0;17;15;7
CRS3035RES200mN3130800E3781800;C200M;I;59183;5;2;0.3;0.5;0.1;1.8;0.2;100184.1;185.9;0;2;0;0;2;1;1
CRS3035RES200mN3130400E3781600;C200M;A;59271,59183;46.5;17;3;3;2;16;3;1255293.9;1563;0;17;1;0;17;11.5;8
